"","C14ID","C14Age","C14SD","LabCode","Material","SiteID","Latitude","Longitude","Country"
"2179",3132,6030,105,"St-7112","charcoal","S1974",57.28,18.62,"TDenmark"
"2180",3133,5915,145,"St-7110","charcoal","S1974",57.28,18.62,"Denmark"
"6574",3235,4500,55,"Lu-1952","bone","S4026",55.76,12.41,"Denmark"
"6764",3252,4420,70,"OxA-2887","charcoal","S4118",55.05,14.88,"Denmark"
"4760",3280,4190,70,"OxA-2888","charcoal","S3136",55.04,14.92,"Denmark"
"2037",3316,3650,70,"OxA-2892","charcoal","S1928",55.05,14.91,"Denmark"
"415",3369,640,80,"T-3817","charcoal","S1163",55.6555,9.63115,"Denmark"
"3098",10831,4775,95,"Ua-1367","animal bone","S2359",58.1497,13.6386,"Denmark"
"3092",10832,4710,100,"Ua-1364","animal bone","S2358",54.783,12.033,"Denmark"
"3093",10833,4690,100,"Ua-1365","animal bone","S2358",54.783,12.033,"Denmark"
"3097",10834,4490,120,"Ua-1814","NULL","S2359",58.1497,13.6386,"Denmark"
"3091",10835,4225,95,"Ua-1366","animal bone","S2358",54.783,12.033,"Denmark"
"3095",10836,4170,120,"Ua-1815","NULL","S2359",58.1497,13.6386,"Denmark"
"3094",10837,3565,85,"Ua-1368","animal bone","S2359",58.1497,13.6386,"Denmark"
"4045",10903,5000,70,"OxA-2895","charcoal","S2809",55.0453,14.8937,"Denmark"
"4039",10904,3710,70,"OxA-2893","charcoal","S2809",55.0453,14.8937,"Denmark"
"6741",11175,5475,130,"OxA-117","human bone","S4099",56.0358,9.65489,"Denmark"
"6742",11176,5420,80,"OxA-532","human bone","S4099",56.0358,9.65489,"Denmark"
"6611",11295,4790,70,"OxA-1326","wood","S4056",56.483,10.55,"Denmark"
"4059",11398,5745,145,"Ua-1500","wood","S2813",57.067,9.917,"Denmark"
"423",11574,4980,120,"TUa-137B","NULL","S1163",55.6555,9.63115,"Denmark"
"417",11575,4975,245,"TUa-153","NULL","S1163",55.6555,9.63115,"Denmark"
"429",11576,4510,85,"TUa-290","NULL","S1163",55.6555,9.63115,"Denmark"
"414",11577,4505,100,"TUa-136B","NULL","S1163",55.6555,9.63115,"Denmark"
"425",11578,4505,85,"TUa-288","NULL","S1163",55.6555,9.63115,"Denmark"
"424",11579,4460,155,"TUa-151","NULL","S1163",55.6555,9.63115,"Denmark"
"428",11580,4430,105,"TUa-157","NULL","S1163",55.6555,9.63115,"Denmark"
"427",11581,4430,95,"TUa-289","NULL","S1163",55.6555,9.63115,"Denmark"
"419",11582,4415,135,"TUa-158","NULL","S1163",55.6555,9.63115,"Denmark"
"420",11583,4375,95,"TUa-287","NULL","S1163",55.6555,9.63115,"Denmark"
"413",11584,4360,85,"TUa-286","NULL","S1163",55.6555,9.63115,"Denmark"
"421",11585,4355,85,"TUa-291","NULL","S1163",55.6555,9.63115,"Denmark"
"418",11586,4295,130,"TUa-154","NULL","S1163",55.6555,9.63115,"Denmark"
"416",11587,4285,110,"TUa-152","NULL","S1163",55.6555,9.63115,"Denmark"
"422",11588,4140,105,"TUa-156","NULL","S1163",55.6555,9.63115,"Denmark"
"426",11589,3570,160,"T-3436","charcoal","S1163",55.6555,9.63115,"Denmark"
"6314",11619,4825,140,"Ua-441","charcoal","S3881",56.6726,9.45114,"Denmark"
"6316",11620,4790,115,"Ua-443","charcoal","S3881",56.6726,9.45114,"Denmark"
"6315",11621,4710,115,"Ua-442","charcoal","S3881",56.6726,9.45114,"Denmark"
"12034",19975,3855,35,"Poz-17033","bone","S7855",55.6591,11.2125,"Denmark"
"12038",19976,3950,35,"Poz-17023","bone","S7855",55.6591,11.2125,"Denmark"
"12043",19977,4010,50,"AAR-6544","bone","S7855",55.6591,11.2125,"Denmark"
"12041",19978,4060,45,"AAR-6547","bone","S7855",55.6591,11.2125,"Denmark"
"12039",19979,4100,50,"AAR-6551","bone","S7855",55.6591,11.2125,"Denmark"
"12037",19980,4190,60,"AAR-6546","bone","S7855",55.6591,11.2125,"Denmark"
"12036",19981,4350,50,"AAR-6550","bone","S7855",55.6591,11.2125,"Denmark"
"12035",19982,4410,55,"AAR-6545","bone","S7855",55.6591,11.2125,"Denmark"
"12042",19983,4410,55,"AAR-6548","bone","S7855",55.6591,11.2125,"Denmark"
"12040",19984,4420,60,"AAR-6549","bone","S7855",55.6591,11.2125,"Denmark"
"12061",19988,4800,90,"K-3579","bone","S7858",55.108,10.938,"Denmark"
"12064",19991,4690,100,"K-955","charcoal","S7861",56.2787,9.80398,"Denmark"
"12067",19992,2190,170,"K-1007","charcoal","S7862",56.3011,10.5697,"Denmark"
"12068",19993,2560,130,"K-1008","charcoal","S7862",56.3011,10.5697,"Denmark"
"12065",19998,5850,95,"K-3054","charcoal","S7862",56.3011,10.5697,"Denmark"
"12066",19999,7580,130,"K-3053","charcoal","S7862",56.3011,10.5697,"Denmark"
"12072",20002,5810,105,"K-2784","bone","S7864",56.4372,9.95077,"Denmark"
"12070",20003,6050,75,"K-2781","bone","S7864",56.4372,9.95077,"Denmark"
"12071",20004,6290,75,"K-2782","bone","S7864",56.4372,9.95077,"Denmark"
"12077",20005,3520,85,"K-2927","plant macrofossils","S7865",55.9868,9.70101,"Denmark"
"12078",20006,3530,85,"K-2925","plant macrofossils","S7865",55.9868,9.70101,"Denmark"
"12076",20007,3540,85,"K-2928","plant macrofossils","S7865",55.9868,9.70101,"Denmark"
"12074",20008,3570,85,"K-2924","plant macrofossils","S7865",55.9868,9.70101,"Denmark"
"12073",20009,3590,85,"K-2926","plant macrofossils","S7865",55.9868,9.70101,"Denmark"
"12075",20010,3630,85,"K-2929","plant macrofossils","S7865",55.9868,9.70101,"Denmark"
"12079",20011,3655,45,"AAR-6273","bone","S7866",56.8679,8.73446,"Denmark"
"12084",20017,3050,100,"AAR-803","charcoal","S7868",56.8715,9.21314,"Denmark"
"12081",20018,4130,65,"K-5820","bone","S7868",56.8715,9.21314,"Denmark"
"12083",20019,4490,55,"AAR-4028","bone","S7868",56.8715,9.21314,"Denmark"
"12082",20020,4600,75,"K-5819","bone","S7868",56.8715,9.21314,"Denmark"
"12085",20021,5050,160,"AAR-802","charcoal","S7868",56.8715,9.21314,"Denmark"
"12086",20031,4510,120,"K-1214","wood","S7870",56.1833,9.36667,"Denmark"
"12100",20032,4190,90,"K-3723","bone","S7871",55.5699,11.5317,"Denmark"
"12101",20033,4920,40,"AAR-7054","bone","S7871",55.5699,11.5317,"Denmark"
"12092",20034,4970,60,"AAR-6826","bone","S7871",55.5699,11.5317,"Denmark"
"12096",20035,5110,40,"AAR-6945","bone","S7871",55.5699,11.5317,"Denmark"
"12087",20036,5115,50,"AAR-6943","bone","S7871",55.5699,11.5317,"Denmark"
"12099",20037,5135,45,"AAR-6944","bone","S7871",55.5699,11.5317,"Denmark"
"12091",20038,5145,45,"AAR-6704","bone","S7871",55.5699,11.5317,"Denmark"
"12095",20039,5209,41,"AAR-7194","bone","S7871",55.5699,11.5317,"Denmark"
"12093",20040,5240,45,"AAR-4772","bone","S7871",55.5699,11.5317,"Denmark"
"12088",20041,5250,50,"AAR-4771","bone","S7871",55.5699,11.5317,"Denmark"
"12097",20042,5250,50,"AAR-6703","plant macrofossils","S7871",55.5699,11.5317,"Denmark"
"12089",20043,5340,80,"AAR-4770","bone","S7871",55.5699,11.5317,"Denmark"
"12098",20044,5380,50,"AAR-4769","bone","S7871",55.5699,11.5317,"Denmark"
"12094",20045,5765,45,"AAR-4767","bone","S7871",55.5699,11.5317,"Denmark"
"12090",20046,6275,50,"AAR-4765","bone","S7871",55.5699,11.5317,"Denmark"
"12103",20047,5025,40,"AAR-5360","bone","S7872",55.5867,11.5332,"Denmark"
"12102",20048,5110,75,"K-6444","food residue","S7872",55.5867,11.5332,"Denmark"
"12104",20049,4670,65,"K-4593","bone","S7873",55.015,9.83793,"Denmark"
"12105",20051,4525,90,"K-5537","bone","S7875",56.7917,9.57732,"Denmark"
"12106",20052,3700,50,"AAR-7022","charcoal","S7876",56.2167,9.98333,"Denmark"
"12108",20053,3715,45,"AAR-7023","charcoal","S7876",56.2167,9.98333,"Denmark"
"12107",20054,4815,40,"AAR-4106","charcoal","S7876",56.2167,9.98333,"Denmark"
"12111",20056,4130,50,"AAR-6624","charcoal","S7878",55.0375,14.9143,"Denmark"
"12113",20057,4230,50,"AAR-6626","charcoal","S7878",55.0375,14.9143,"Denmark"
"12112",20058,4240,50,"AAR-6627","charcoal","S7878",55.0375,14.9143,"Denmark"
"12110",20059,4295,50,"AAR-6625","charcoal","S7878",55.0375,14.9143,"Denmark"
"12114",20060,7890,65,"AAR-6867.1","bone","S7879",55.6001,11.4323,"Denmark"
"12115",20062,4560,85,"K-6273","charcoal","S7880",55.116,10.675,"Denmark"
"12117",20065,3705,45,"AAR-7201","bone","S7882",55.5848,11.2616,"Denmark"
"12118",20066,4400,65,"K-3278","NULL","S7883",55.0228,9.76485,"Denmark"
"12119",20067,4450,60,"K-3279","NULL","S7883",55.0228,9.76485,"Denmark"
"12126",20069,4740,90,"K-3473","NULL","S7885",55.8763,9.80474,"Denmark"
"12128",20071,5310,100,"K-729","charcoal","S7886",55.7625,12.5928,"Denmark"
"12127",20072,5370,100,"K-750","charcoal","S7886",55.7625,12.5928,"Denmark"
"12130",20074,3970,95,"K-5585","charcoal","S7888",55.6711,12.3518,"Denmark"
"12131",20075,4470,90,"K-5586","charcoal","S7888",55.6711,12.3518,"Denmark"
"12137",20079,3560,80,"K-4719","charcoal","S7891",56.3512,10.7973,"Denmark"
"12135",20080,3630,80,"K-4717","charcoal","S7891",56.3512,10.7973,"Denmark"
"12134",20081,3690,75,"K-4720","charcoal","S7891",56.3512,10.7973,"Denmark"
"12136",20082,3870,80,"K-4718","charcoal","S7891",56.3512,10.7973,"Denmark"
"12140",20084,4110,100,"K-2273","charcoal","S7893",55.2175,10.2135,"Denmark"
"12139",20085,4200,100,"K-2275","charcoal","S7893",55.2175,10.2135,"Denmark"
"12141",20086,4220,100,"K-2429","charcoal","S7893",55.2175,10.2135,"Denmark"
"12142",20087,4540,100,"K-2430","charcoal","S7893",55.2175,10.2135,"Denmark"
"12138",20088,4550,100,"K-2432","charcoal","S7893",55.2175,10.2135,"Denmark"
"12143",20090,4840,100,"K-2291","bone","S7894",55.7719,11.3902,"Denmark"
